video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
vhAuEPWou3E,Essa Mulher Pegou O Celular Do Motoca E Quase Fez Ele Infartar.,Guilhermedodf,UC-B2Lh9k6pcnzGKQ9jg7GCA,2026-05-29T14:22:46Z,22,https://i.ytimg.com/vi/vhAuEPWou3E/default.jpg,314795,18012,254
j6LMexXU6nk,"Vamos tentar ajudar sem jugar, vamos ser melhores pessoal!",Flavio Brotas,UCUo1XzYYdH7vZRK4-TdcUIQ,2026-05-28T13:48:46Z,24,https://i.ytimg.com/vi/j6LMexXU6nk/default.jpg,142057,22240,431
Wb3c_hbsj3s,IRL - ACOMPANHANDO O AMISTOSO DA SELEÇÃO BRASILEIRA,Jon Vlogs,UCbIV7t22dH_d75fv1GP56zA,2026-06-01T00:35:26Z,24,https://i.ytimg.com/vi/Wb3c_hbsj3s/default.jpg,317991,10887,10
Ylo4hzWKw4g,We put the panel togetherFrom the rustic room #blogaplay #clay #blogging #ceramic #vbloger #pottery,Espaço Rústico,UC6I0LPHmH0WL1OkcLyKwchg,2026-05-19T07:42:57Z,22,https://i.ytimg.com/vi/Ylo4hzWKw4g/default.jpg,526194,11882,65
s0mtx7fYgEI,JON VLOGS E 01 CONHECENDO A FABRICA DE FIGURINHAS DA COPA DO MUNDO PANINI,Lives do Jon,UCr_eFVLgbvv_DC2KUPugNsg,2026-05-27T20:04:56Z,24,https://i.ytimg.com/vi/s0mtx7fYgEI/default.jpg,120707,2839,82
zPzscFW5rA4,"Compras da semana no Japão, obs: nunca comprei remédio no Japão mas vou na farmácia toda semana ￼",May Suzuki,UCIDpGB1205UNbOPCndmmdNA,2026-05-19T21:00:47Z,22,https://i.ytimg.com/vi/zPzscFW5rA4/default.jpg,247235,23496,51
dvvVXIA5g4o,Imagina se o 01 for no Podpah? #joaoadibe #jonvlogs #cimed,João Adibe Marques,UCaacjSy4aieUHKXvsa3s-Ew,2026-05-20T16:42:21Z,22,https://i.ytimg.com/vi/dvvVXIA5g4o/default.jpg,153176,9207,100
Ucghq22wmYc,O MAIOR SUSTO DA MINHA VIDA - NICOLAS SE PERDEU E SUMIU 😱😭 ROTINA DE MÃE SOLO AOS 22 | Lar da Ana ,Lar da Ana 👩‍👦,UCBYNi7pdj3v6XvjC7o3qr_Q,2026-05-25T18:00:18Z,22,https://i.ytimg.com/vi/Ucghq22wmYc/default.jpg,75718,9790,1742
ZMAZonaJvHk,"COLOQUEI OS ALINHADORES, ARRUMANDO AS MALAS, EXAME DE SANGUE e muito mais ❤️ - Bruna Paula",Bruna Paula,UCD5gsRPb5YK0d7IHY4ZO4kw,2026-05-29T14:00:24Z,24,https://i.ytimg.com/vi/ZMAZonaJvHk/default.jpg,35121,3910,113
_e_e5bM5zNk,DE VOLTA PRA CASA DEPOIS DE HUMILHADOS PELA LATAM AIRLINES NO AEROPORTO DE GUARULHOS!,Josiane Szewczuk - Chácara Vale dos Sonhos,UCAhDJ2q-x9FlcAR5uu7T5Tw,2026-05-27T22:00:25Z,24,https://i.ytimg.com/vi/_e_e5bM5zNk/default.jpg,62804,6252,622
