video_id,comment_thread_id,comment_id,author,text,like_count,published_at,updated_at,total_reply_count,video_title,channel_title,video_view_count,video_like_count,video_comment_count
Vagb9BqdX8g,UgwXFhsioTuh9otoiAN4AaABAg,UgwXFhsioTuh9otoiAN4AaABAg,@TD1C-1,99% of omelettes finish before they reach four eggs,3020,2026-05-31T19:50:29Z,2026-05-31T19:50:29Z,26,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgwV6w2E7z00qNUJM394AaABAg,UgwV6w2E7z00qNUJM394AaABAg,@diekiwi9156,"I find it so beautiful from Smii7y's editor to tell us not to gamble, not because of the addictiveness and harm it causes, but simply because its not profitable",2084,2026-05-31T19:50:54Z,2026-05-31T19:50:54Z,13,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgyX7GRZxSMMFD6SCFF4AaABAg,UgyX7GRZxSMMFD6SCFF4AaABAg,@hudsonrodr1guez,99% of gamblers quit before they win big,2351,2026-05-31T19:13:59Z,2026-05-31T19:15:21Z,11,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgwGz_U_Q9j_ZEZLk9p4AaABAg,UgwGz_U_Q9j_ZEZLk9p4AaABAg,@kerritianoi,"49:47 Don't listen to this amateur, if you and your friends lost everything at the casino, you placed it all on green, you're due, so make sure the victory is as large as possible",362,2026-06-01T07:05:28Z,2026-06-01T07:05:28Z,1,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,Ugxjn3NelCpdL2LUIpd4AaABAg,Ugxjn3NelCpdL2LUIpd4AaABAg,@FoxyVR089,4 eggs is still crazy for an omelette edit: GOD DAMN GUYS CHILL I DON'T NEED 1.7K LIKES,4337,2026-05-31T19:13:51Z,2026-05-31T22:09:12Z,140,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgxtE8ZiBuSwr0KkAQ94AaABAg,UgxtE8ZiBuSwr0KkAQ94AaABAg,@thisisnotreal0,2:25 Smii7y being carried around to gamble is the funniest thing ive seen all day,347,2026-05-31T19:42:49Z,2026-05-31T19:42:49Z,1,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgwhNQZlS6Xs56AalRp4AaABAg,UgwhNQZlS6Xs56AalRp4AaABAg,@kerritianoi,34:38 It's funny he says that considering the developers have literally stated that they don't care if players cheat,444,2026-06-01T06:54:07Z,2026-06-01T06:54:07Z,5,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgzOSjCWf5zh5AV1WOB4AaABAg,UgzOSjCWf5zh5AV1WOB4AaABAg,@Ethan_playzz-8,0:10 smii7y casually sounding like the r2-d2 scream,667,2026-05-31T19:51:55Z,2026-05-31T19:51:55Z,13,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgxFv7OTi6Gu1bGBNY94AaABAg,UgxFv7OTi6Gu1bGBNY94AaABAg,@SIP100Ka,"The meaning of ""Almost"" meaning you still won at gambling, that means Gambling is life",707,2026-05-31T19:19:06Z,2026-05-31T19:19:06Z,1,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
Vagb9BqdX8g,UgxTaK5yRGlVYAa98-B4AaABAg,UgxTaK5yRGlVYAa98-B4AaABAg,@stardreamer-x27,34:38 Funny he says that because the devs literally stated that they don't care if players cheat,199,2026-05-31T21:45:27Z,2026-05-31T21:45:27Z,2,We Almost Lost EVERYTHING Gambling,SMii7Yplus,1016152,52805,1511
