video_id,comment_thread_id,comment_id,author,text,like_count,published_at,updated_at,total_reply_count,video_title,channel_title,video_view_count,video_like_count,video_comment_count
uCy-yPjp7nA,UgzCCVLWunvMR_awGfp4AaABAg,UgzCCVLWunvMR_awGfp4AaABAg,@ClipVerseRookie,"🎥 The Rookie (2018)
Season 4, Episode 5
— ©️ ABC

🎬 Watch The Rookie on Disney+ or Hulu! (For other countries, please check bio!) Subscribe for more clips! 🎬",1937,2026-05-31T15:51:30Z,2026-05-31T15:51:30Z,3,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgwqxAr1a9CeWU6T4gd4AaABAg,UgwqxAr1a9CeWU6T4gd4AaABAg,@Communinja,"The concern on the cops face when the kid doesn't want to go back to her mother, then immediately relieved",36527,2026-05-31T13:58:06Z,2026-05-31T13:58:06Z,61,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugz2BfQhUcQF3sGB4TN4AaABAg,Ugz2BfQhUcQF3sGB4TN4AaABAg,@Masqu3rade_4,Dude that kid has the survival instincts of a potato,8395,2026-05-31T14:48:36Z,2026-05-31T14:48:36Z,46,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgwtRZyil0qwasK6bhZ4AaABAg,UgwtRZyil0qwasK6bhZ4AaABAg,@HeisenbergFam,"Imagine cops coming to your house saying ""the kid is not your son""",10894,2026-05-31T13:08:31Z,2026-05-31T13:08:31Z,56,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugwi5hmyEXLTrM4XESJ4AaABAg,Ugwi5hmyEXLTrM4XESJ4AaABAg,@vder-f7p,the cops showing up like it's the cartel when it's just stitch on a sugar high 😭,17105,2026-05-31T13:06:39Z,2026-05-31T13:06:39Z,47,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugw8E1IpX9brglI7Cph4AaABAg,Ugw8E1IpX9brglI7Cph4AaABAg,@MostCallMeChris,W-whaddufuk??? Is she playing Subway Surfers with a controller on a TV WITH LASER SOUNDS???,2980,2026-05-31T14:04:11Z,2026-05-31T14:04:11Z,14,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgyhjHQlzI1GE-QZIqd4AaABAg,UgyhjHQlzI1GE-QZIqd4AaABAg,@Dog_with_sunglasses,"Imagine being on the phone with someone important then you hear that he’s a prime suspect in a kidnapping…….. 


HOLY, I JUST PUT THIS COMMENT LIKE 10 HOURS AGO HOLY LIKES",1955,2026-05-31T14:33:18Z,2026-06-01T00:38:15Z,13,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgzENEoBRpJ3Z612WrJ4AaABAg,UgzENEoBRpJ3Z612WrJ4AaABAg,@oneofthembous7359,Kid just wanted to be a kid,1092,2026-05-31T13:13:42Z,2026-05-31T13:13:42Z,13,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgzI8WtcACeeQts5XAN4AaABAg,UgzI8WtcACeeQts5XAN4AaABAg,@salmarashef6372,"This happened to me at daycare. My dad gave them my name, and they brought in another child. My dad told me he thought about waiting outside with the kid so that when her father came, he'd see what the daycare would do when he realized they'd caused his child to get lost. But he changed his mind, yelled at them, took me, and left.",350,2026-05-31T14:35:28Z,2026-05-31T14:35:28Z,4,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugyx8X_aX5sxZhlq0IF4AaABAg,Ugyx8X_aX5sxZhlq0IF4AaABAg,@metalmario64,"Subway Surfers on the TV
With a controller
And she's using the buttons.
Gotta love daytime TV and their game inaccuracies
Edit: Why so many people triggered over my comment. Go enjoy your day and not waste time  on this trivial ass matter",4128,2026-05-31T14:04:35Z,2026-05-31T23:32:45Z,32,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgxaseoxnXzi-ylmMEN4AaABAg,UgxaseoxnXzi-ylmMEN4AaABAg,@Aisurusan,That man not even paying attention which kid he got....,457,2026-05-31T16:32:59Z,2026-05-31T16:32:59Z,10,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgwRURzgGr0IhDiFErF4AaABAg,UgwRURzgGr0IhDiFErF4AaABAg,@gllitforlyfee,"""noooooooaaaaahhhhh I wanna stay hereeeeeeeahhhh my mom doesn't let me eat sugarrrrrrrr""",133,2026-05-31T18:25:20Z,2026-05-31T18:25:20Z,8,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugy0lhYqJrnzAbC0RyV4AaABAg,Ugy0lhYqJrnzAbC0RyV4AaABAg,@MenaDin-o7u,they really went from 0 to 100 for a kid in a stitch costume playing video games 😂,423,2026-05-31T13:06:54Z,2026-05-31T13:06:54Z,0,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugzaa2LJ3G4jWadHRPV4AaABAg,Ugzaa2LJ3G4jWadHRPV4AaABAg,@MrOpinions-f3o,"He might not have been paying attention, but he did save her from that mom.",18,2026-05-31T20:32:28Z,2026-05-31T20:32:28Z,0,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,UgzcdnbPz59nn6RNKKB4AaABAg,UgzcdnbPz59nn6RNKKB4AaABAg,@ItsMOON3333,“Nooooouhhhh I wanna stay hereeeeeeuhhh”,36,2026-05-31T17:40:56Z,2026-05-31T17:40:56Z,2,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
uCy-yPjp7nA,Ugx6lcVENSYUAUN7pQh4AaABAg,Ugx6lcVENSYUAUN7pQh4AaABAg,@Lyilyi_2026,"Imagine your on a phone call then you here “ sir your the prime suspect in a kidnapping “ 
I’d be concerned as fak
😂",14,2026-05-31T19:39:07Z,2026-05-31T19:39:07Z,0,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),3041316,256479,886
