video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
uCy-yPjp7nA,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),UCw8SISrWk-FboA_WnRrc4kw,2026-05-31T13:01:14Z,1,https://i.ytimg.com/vi/uCy-yPjp7nA/default.jpg,3041316,256479,886
61tJIY3cwTY,This scene in The Guardians of the Galaxy is so iconic 😂,Spill Movies,UCaYHPX77elF9r0n7MwcahGw,2026-05-25T03:45:17Z,24,https://i.ytimg.com/vi/61tJIY3cwTY/default.jpg,17930276,889617,3399
B53dubiQzmc,No it isn't 💀🫡,Badasskawaii,UCKBLJtSB2ouNrOH5lOoOWaw,2026-05-29T13:31:11Z,22,https://i.ytimg.com/vi/B53dubiQzmc/default.jpg,5006857,422830,1051
u2B2wZlhWvo,Don Cheadle’s Rush Hour 2 Cameo Was INSANE 😭🔥,Small Screen,UCA3w_6AdBOkrHhbAQkDA90Q,2026-05-25T15:22:34Z,2,https://i.ytimg.com/vi/u2B2wZlhWvo/default.jpg,5940765,480690,3595
ckzUY_Dxp_g,POV: That friend whose life is on EASY MODE…  #kwiktrippartner #theboys #viral #shorts,The Johnson Brothers,UCJN8qUaNK6M6WG-Kz5SjI9A,2026-05-27T22:36:30Z,22,https://i.ytimg.com/vi/ckzUY_Dxp_g/default.jpg,9896449,661747,1976
BUrGyqIoTg4,"Once Donald Duck join the chat, I lost it 😂😂 #hopecore #funny #hopeless",Pickle-Lore,UCJm9c3P7le9GrF8lEQcFVXw,2026-05-30T21:46:24Z,23,https://i.ytimg.com/vi/BUrGyqIoTg4/default.jpg,2791919,188471,1136
1Mu0Q8fLi6A,"You came for the box, didn't you?#shorts #shortvideo #series #fouryou #supernatural",Alesci Spratte,UCszPWSPYNmiszlWwgECkcmQ,2026-05-27T18:00:39Z,22,https://i.ytimg.com/vi/1Mu0Q8fLi6A/default.jpg,4833871,238557,578
VnhMXGY6rS4,🍺👊 Frank Castle vs Bar Thugs The Punisher Season 2 Premiere's Most Brutal Fight,Scene Analysis,UCUfHov8zgCmnfndtdZUmL7Q,2026-05-29T10:06:19Z,22,https://i.ytimg.com/vi/VnhMXGY6rS4/default.jpg,2433400,86294,626
La-6k-loOTw,🤯‼️29 Tardy Slips! One more late and his life is RUINED. #shorts #edit,唐司令说电影,UCrPQQ4V8P7ODmxVz9asI6Pw,2026-05-27T14:00:20Z,1,https://i.ytimg.com/vi/La-6k-loOTw/default.jpg,7146360,356813,473
Xr_AU-fTXw8,Planet Ruti tries the worlds hottest hot sauce,Planet Ruti,UC7qi0qJhMUPwlmiagybOjbw,2026-05-25T16:32:09Z,22,https://i.ytimg.com/vi/Xr_AU-fTXw8/default.jpg,7940458,545185,7547
nOYCjIRgrlI,I didn’t know George was like that… 😳,Einsteinium,UCYYibMW1D7P70gTT49-yn7g,2026-05-28T13:49:53Z,22,https://i.ytimg.com/vi/nOYCjIRgrlI/default.jpg,3428434,95490,1299
wR-GF5P5i1A,Theo Von Almost Had The Wildest Guest 💀,Theo Cuts,UCmDhViamHqqQY0l6VKeBxoQ,2026-05-27T21:15:07Z,22,https://i.ytimg.com/vi/wR-GF5P5i1A/default.jpg,2202840,67390,1066
n3wXijGNht4,Our dictionary @Imthe_annag,Nathan Kessel,UCHr43HOeO7WHmwQ_sij6ezQ,2026-05-26T14:39:07Z,22,https://i.ytimg.com/vi/n3wXijGNht4/default.jpg,5357027,235516,320
YU0Av9qJ3Ts,""" They All Fear Something 💀 "" | The Sketch Show | MONTAGEM RITMADA - cape #funny #edit",Thomas17fx,UCTCbti38FpaOMeimSLvwAnQ,2026-05-26T05:49:05Z,1,https://i.ytimg.com/vi/YU0Av9qJ3Ts/default.jpg,7551877,555808,777
