video_id,comment_thread_id,comment_id,author,text,like_count,published_at,updated_at,total_reply_count,video_title,channel_title,video_view_count,video_like_count,video_comment_count
uCy-yPjp7nA,UgzCCVLWunvMR_awGfp4AaABAg,UgzCCVLWunvMR_awGfp4AaABAg,@ClipVerseRookie,"🎥 The Rookie (2018)
Season 4, Episode 5
— ©️ ABC

🎬 Watch The Rookie on Disney+ or Hulu! (For other countries, please check bio!) Subscribe for more clips! 🎬",3641,2026-05-31T15:51:30Z,2026-05-31T15:51:30Z,13,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,UgwqxAr1a9CeWU6T4gd4AaABAg,UgwqxAr1a9CeWU6T4gd4AaABAg,@Communinja,"The concern on the cops face when the kid doesn't want to go back to her mother, then immediately relieved",62886,2026-05-31T13:58:06Z,2026-05-31T13:58:06Z,117,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,Ugz2BfQhUcQF3sGB4TN4AaABAg,Ugz2BfQhUcQF3sGB4TN4AaABAg,@Masqu3rade_4,Dude that kid has the survival instincts of a potato,37180,2026-05-31T14:48:36Z,2026-05-31T14:48:36Z,266,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,Ugwi5hmyEXLTrM4XESJ4AaABAg,Ugwi5hmyEXLTrM4XESJ4AaABAg,@vder-f7p,the cops showing up like it's the cartel when it's just stitch on a sugar high 😭,27161,2026-05-31T13:06:39Z,2026-05-31T13:06:39Z,51,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,Ugw8E1IpX9brglI7Cph4AaABAg,Ugw8E1IpX9brglI7Cph4AaABAg,@MostCallMeChris,W-whaddufuk??? Is she playing Subway Surfers with a controller on a TV WITH LASER SOUNDS???,7880,2026-05-31T14:04:11Z,2026-05-31T14:04:11Z,33,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,UgwtRZyil0qwasK6bhZ4AaABAg,UgwtRZyil0qwasK6bhZ4AaABAg,@HeisenbergFam,"Imagine cops coming to your house saying ""the kid is not your son""",20347,2026-05-31T13:08:31Z,2026-05-31T13:08:31Z,81,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,UgzI8WtcACeeQts5XAN4AaABAg,UgzI8WtcACeeQts5XAN4AaABAg,@salmarashef6372,"This happened to me at daycare. My dad gave them my name, and they brought in another child. My dad told me he thought about waiting outside with the kid so that when her father came, he'd see what the daycare would do when he realized they'd caused his child to get lost. But he changed his mind, yelled at them, took me, and left.",1744,2026-05-31T14:35:28Z,2026-05-31T14:35:28Z,5,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,UgzENEoBRpJ3Z612WrJ4AaABAg,UgzENEoBRpJ3Z612WrJ4AaABAg,@oneofthembous7359,Kid just wanted to be a kid,2402,2026-05-31T13:13:42Z,2026-05-31T13:13:42Z,18,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,UgxaseoxnXzi-ylmMEN4AaABAg,UgxaseoxnXzi-ylmMEN4AaABAg,@Aisurusan,That man not even paying attention which kid he got....,1389,2026-05-31T16:32:59Z,2026-05-31T16:32:59Z,18,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,Ugx6lcVENSYUAUN7pQh4AaABAg,Ugx6lcVENSYUAUN7pQh4AaABAg,@Lyilyi_2026,"Imagine your on a phone call then you here “ sir your the prime suspect in a kidnapping “ 
I’d be concerned as fak
😂",232,2026-05-31T19:39:07Z,2026-05-31T19:39:07Z,0,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
uCy-yPjp7nA,Ugyx8X_aX5sxZhlq0IF4AaABAg,Ugyx8X_aX5sxZhlq0IF4AaABAg,@metalmario64,"Subway Surfers on the TV
With a controller
And she's using the buttons.
Gotta love daytime TV and their game inaccuracies
Edit: Why so many people triggered over my comment. Go enjoy your day and not waste time  on this trivial ass matter",4463,2026-05-31T14:04:35Z,2026-05-31T23:32:45Z,34,A mixup results in a kidnapping | #TheRookie,The Rookie (Fan Page),6317827,466535,1745
