video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
ldK43s9UyQI,"JULLIANY SOUZA - AH, JESUS / CORAÇÃO IGUAL AO TEU (AO VIVO)",Julliany Souza,UC52rxcnme1pYpUfRrC4WWfQ,2026-05-21T14:00:06Z,10,https://i.ytimg.com/vi/ldK43s9UyQI/default.jpg,8496459,334179,14190
fcnDmrtj6Sk,"Shakira, Burna Boy - Dai Dai (Official Video)",Shakira,UCYLNGLIzMhRTi6ZOLjAPSmw,2026-05-23T16:14:03Z,26,https://i.ytimg.com/vi/fcnDmrtj6Sk/default.jpg,55548045,1990345,102260
qTVbdTffP5k,É Que Eu Não Te Esqueci 💔 - Ana Castela (Clipe Oficial),Ana Castela,UCRD1ypvmK7e_05Rtu9zHOfQ,2026-05-29T14:00:06Z,10,https://i.ytimg.com/vi/qTVbdTffP5k/default.jpg,2881062,36737,1967
tX7-EVaP_RY,Hoje Tem Rodeio - Ana Castela (Clipe Oficial),Ana Castela,UCRD1ypvmK7e_05Rtu9zHOfQ,2026-05-28T01:00:21Z,10,https://i.ytimg.com/vi/tX7-EVaP_RY/default.jpg,1689101,27924,1549
dS1T20yO4sc,"MENOS FOCO MAIS ANSIEDADE(CE TÁ NERVOSA) - Andreoli,MC Lele Jp,Mc Jacaré,Mc Ryan sp,Mc Luuky,Zano",dj andreoli,UCt9f4cqcfPHuqnbGvHDQ2Qg,2026-05-27T17:41:31Z,10,https://i.ytimg.com/vi/dS1T20yO4sc/default.jpg,431596,8654,136
4zxXm_VVPbU,"Novo Sozinho - Gustavo Mioto, @MuriloHuff",Gustavo Mioto,UCCCIzjqbX7psrn0HYG50phg,2026-05-22T15:00:18Z,10,https://i.ytimg.com/vi/4zxXm_VVPbU/default.jpg,2313907,26081,8774
x78qOaGgdMk,Gloria Groove - O CHÁ (Clipe Oficial),Gloria Groove,UCLoL96fSeaLOen3mpDYeqtA,2026-05-29T14:00:17Z,10,https://i.ytimg.com/vi/x78qOaGgdMk/default.jpg,530814,39158,3119
v1t4MTqdfyI,Ariana Grande - hate that i made you love me (official lyric video),Ariana Grande,UC9CoOnJkIBMdeijd9qYoT_g,2026-05-29T04:00:14Z,10,https://i.ytimg.com/vi/v1t4MTqdfyI/default.jpg,4375891,361500,22671
83C3TZ4Zm_o,aespa 에스파 'LEMONADE' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,2026-05-29T04:00:16Z,10,https://i.ytimg.com/vi/83C3TZ4Zm_o/default.jpg,13709000,531701,31584
MT_y2OHVBqY,Tarcísio do Acordeon - VOLTÁVEL (Promocional de São João),Tarcisio do Acordeon,UC_sWg_MRlfar0J8KDH8-SNw,2026-05-23T14:00:06Z,10,https://i.ytimg.com/vi/MT_y2OHVBqY/default.jpg,559283,5838,161
9kn1ZUUYa9I,Anitta - Deus Existe (Official Music Video),Anitta,UCqjjyPUghDSSKFBABM_CXMw,2026-05-27T15:00:34Z,10,https://i.ytimg.com/vi/9kn1ZUUYa9I/default.jpg,297701,29263,1960
qIdc_RSxmao,Heitor Santos - Foi Por Conveniência (SABOR HS),Heitor Santos,UClOzTICWhUiv1Mo3aQEBSJA,2026-05-21T21:00:41Z,22,https://i.ytimg.com/vi/qIdc_RSxmao/default.jpg,798589,5515,29
PIK-FRItuR8,Vai Lembrando Aí | Eliã Oliveira feat Júlia Rebeca,Eliã Oliveira,UCY3HWv7bXlsmZMJM_qSSTmw,2026-05-28T15:00:07Z,10,https://i.ytimg.com/vi/PIK-FRItuR8/default.jpg,241767,15669,934
k3VwwLeorsU,KATSEYE - PINKY UP (Live From The American Music Awards/2026),KATSEYEVEVO,UC7ktB55NdCnoqFhGcpQ-Q5g,2026-05-26T18:11:59Z,10,https://i.ytimg.com/vi/k3VwwLeorsU/default.jpg,5604038,176637,7707
oG_uZB7OGJE,Ta Carente Quer Um Date,MC Lele JP - Topic,UC8KRgfQSHjW40E0Y3DUKvYA,2026-05-27T10:03:40Z,10,https://i.ytimg.com/vi/oG_uZB7OGJE/default.jpg,265627,6299,34
gnSisoZ1Rtg,"DJ Gu “Vidinha que Não Presta” - MC’s Jvila, Joãozinho VT, Dkziin, Vine 7, Marks e MC Pedrin HG",Sonar Produtora ,UClhFyS7uI884HtPGyI31pRw,2026-05-22T23:00:06Z,10,https://i.ytimg.com/vi/gnSisoZ1Rtg/default.jpg,763575,14454,211
60KqV3L6MKg,"PACMAN DE PANICAT - MC Poze do Rodo, MC Ryan SP, MC Rodrigo do CN, Real Fubá (Bololô Records)",FUNK DESACATO,UCZyxl_aUDuJ4RhNA4MdcRzw,2026-05-28T15:12:07Z,10,https://i.ytimg.com/vi/60KqV3L6MKg/default.jpg,149245,1600,6
XxeOIA1n9Po,M4rkim - NAÇÃO AMADA (Capitão Pátria),M4rkim,UC8F_XIeG-FYJ8ezSB352MYg,2026-05-23T21:00:06Z,10,https://i.ytimg.com/vi/XxeOIA1n9Po/default.jpg,896830,57851,2462
5QFK6CwRoFc,"Diggo, Léo Santana - Hipnotiza (Versão Audiovisual: A Cara do Brasil)",Diggo,UCHe59DCj7HltGySkGQ_-PGA,2026-05-22T14:54:06Z,10,https://i.ytimg.com/vi/5QFK6CwRoFc/default.jpg,512115,3508,49
N-qckEKHxSc,Planos Impossíveis / Jeito Carinhoso (Ao Vivo),Panda - Topic,UCm_-Z3AAyEEAciecu61h8XA,2026-05-29T00:03:44Z,10,https://i.ytimg.com/vi/N-qckEKHxSc/default.jpg,148974,1010,0
9zfzZI565iA,"Mc Kevin - Rolê no Tempo   ( Esquece, É Só Funk )",Mc Kevin Oficial,UCQwTfHm6fu5KpBhp0wo8Uvw,2026-05-22T01:32:31Z,10,https://i.ytimg.com/vi/9zfzZI565iA/default.jpg,975472,51903,2778
sCBqlbQz4LU,"Passinho do Sabor (Moranguete, Abacatudo)",vilão no beat - Topic,UCep0FSjwgX0TUSQkiZ6XQlA,2026-05-24T03:01:06Z,10,https://i.ytimg.com/vi/sCBqlbQz4LU/default.jpg,392062,1582,0
aCGukq_ZVIA,Nando Reis e Marisa Monte - Pra Você Guardei o Amor (Clipe Oficial),Nando Reis,UCIVr9fNs-68pYiHcft3gtAw,2026-05-29T15:00:07Z,10,https://i.ytimg.com/vi/aCGukq_ZVIA/default.jpg,213183,18679,843
feiB-zYkMVM,MALUCAT 😻 - MUSSA (Clipe Oficial da Música),MUSSA,UC607Gii1uo93qDqiGR6-c3w,2026-05-28T21:00:07Z,10,https://i.ytimg.com/vi/feiB-zYkMVM/default.jpg,326223,8656,887
EFQwSiYrX_0,Felipe & Rodrigo -  Temporais (Ao Vivo) #VelhosHábitos,Felipe e Rodrigo,UCdaaMVXWVQXGt97oh7fadIw,2026-05-22T13:59:01Z,10,https://i.ytimg.com/vi/EFQwSiYrX_0/default.jpg,1648723,24046,5157
IOy0HNhEZNI,"FAMOSO IMÃ - MC Lele JP, MC Poze do Rodo e MC Leozinho ZS (DJ Gordinho da VF)",AMO FUNK,UCaU2Wviuh2yuBPn65pZlIZg,2026-05-29T14:14:46Z,10,https://i.ytimg.com/vi/IOy0HNhEZNI/default.jpg,109952,479,5
WfBGwIgj-EA,Tudo Que Você Quiser / Te Esperando (Ao Vivo),Panda - Topic,UCm_-Z3AAyEEAciecu61h8XA,2026-05-29T00:04:09Z,10,https://i.ytimg.com/vi/WfBGwIgj-EA/default.jpg,110279,1018,3
GwAR-1kHgW4,Me Ama,Get Worship - Topic,UCKGj4HoNaJRcpiCLhZs8bcA,2026-05-28T10:04:17Z,10,https://i.ytimg.com/vi/GwAR-1kHgW4/default.jpg,112909,2017,15
_EjjjErOpH8,Aaron Smith - Dancin (KRONO Remix),Rap Samurai,UCASNJRaxmqOljWhyagDdgOA,2026-05-23T16:00:34Z,10,https://i.ytimg.com/vi/_EjjjErOpH8/default.jpg,4191168,13795,147
Iw9ljf_b2GE,"POSSO ATÉ NÃO TE DA FLORES - MC Meno K, MC Ryan SP e MC Jacaré (Web Clipe)",00 DA MÍDIA by 24por48,UC058Ca9WOCBwgLbwwCyb70w,2026-05-28T15:48:43Z,10,https://i.ytimg.com/vi/Iw9ljf_b2GE/default.jpg,106188,337,2
