video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count,tags,duration
Au1UwwOX6JU,EU ZEREI HELLO NEIGHBOUR... MAS COM UMA DOZE!,Jazzghost,UCIXguhHCl8eDTkXpEuiGPUA,2026-06-02T15:27:08Z,20,https://i.ytimg.com/vi/Au1UwwOX6JU/default.jpg,639945,50559,3164,"['jazzghost', 'jazz', 'hello neighbour']",PT40M1S
vmqvPlJvpj4,PASSANDO A PERNA NOS MEUS AMIGOS EM UM LEILÃO! - DOUBLE DEALERS,alanzoka,UCIwspRtKNszHhIhl36gREjQ,2026-06-02T15:00:11Z,20,https://i.ytimg.com/vi/vmqvPlJvpj4/default.jpg,165805,23278,307,"['alan', 'electronic', 'desire', 'edge', 'alanzoka', 'video do alanzoka', 'alanzoka da twitch', 'videos com alanzoka', 'alanzoka video', 'alanzoka memes', 'gameplay alanzoka', 'lives do alanzoka', 'lives', 'alanzoka jogando', 'double dealers']",PT1H18M40S
B9az2JVfDbE,Evolui Minha PICARETA no NÍVEL MÁXIMO no Minecraft!,ProbIems,UCrcBZDofBltcgGxphNia2tw,2026-06-02T13:00:14Z,20,https://i.ytimg.com/vi/B9az2JVfDbE/default.jpg,247359,8137,430,"['maniqueft', 'lego', 'problems', 'probrems', 'probres', 'pobrems', 'problemas', 'problema', 'pobrema', 'mainequeft', 'minecraft', 'video do problema', 'video do problems', 'video do pobrems', 'minecraft survival', 'minecraft mitos', 'minecraft fatos', 'problems roblox', 'roblox', 'pobrems roblox', 'pobris roblox', 'pobrema roblox', 'problema roblox']",PT16M29S
GIvpAyAAeOk,الرجل العنكبوت انقاذ باتمان Spider-Man Rescue batman vs iron man vs venom funny Game GTA 5 superhero,hamad alketbi,UCoA6QRIcngGPBchTOdco1Mw,2026-06-02T17:28:43Z,20,https://i.ytimg.com/vi/GIvpAyAAeOk/default.jpg,196844,19285,5308,[],PT18M42S
U7FmhQlulyU,SEM 7-1 🤬 Rejogando a Copa de *2014* até trazer o HEXA ⭐⭐⭐⭐⭐⭐,Bit Fut,UClJ3ZVn2upHmGdUfq1cakVg,2026-06-02T13:52:14Z,20,https://i.ytimg.com/vi/U7FmhQlulyU/default.jpg,81969,9743,229,"['bit fut', 'bitfut', 'bit fute', 'bitfute', 'bit', 'fut', 'fute', 'carreira', 'modo carreira', 'copa', 'copa do mundo', 'copa 2026', 'copa do mundo 2026', 'brasil', 'brasileiro', 'brazil', 'seleção', 'selecao', 'selecao brasileira', 'selecao brasil', 'brasileira', 'seleça', 'selessao', 'nova seleção', '2014', 'copa de 2014', 'copa 2014', '2014 copa', 'copa do mundo 2014', 'brasil 2014']",PT22M57S
tPfruORkVrw,ATHOS DISFARÇADO DE BLOCOS NO ESCONDE ESCONDE,Athos,UC6P6SvP2arhEdJ9Pg8qwP2A,2026-06-02T13:30:10Z,20,https://i.ytimg.com/vi/tPfruORkVrw/default.jpg,114501,2037,58,"['minecraft', 'athos', 'athos gamer', 'minecraft pe', 'bedrock', 'java', 'pocket edition', 'maniqueft', 'ÚLTIMO', 'ganha', 'disfarce', 'bloco']",PT12M4S
6HnkMxm-HeM,SUPER BEAR ADVENTURE 🧸 foi INVADIDO pela 🐧 GUGU GAGA PENGUIN,ALEC GO! #games,UCYkjBwZBgKTPuTLf_o4qcqw,2026-06-02T14:00:36Z,20,https://i.ytimg.com/vi/6HnkMxm-HeM/default.jpg,37065,3811,379,"['alec go', 'alike go', 'alic go', 'alecgo', 'alek go', 'alikego', 'a like go', 'canal alec go', 'alec go super bear adventure', 'super bear adventure', 'super bear adventure mod', 'super bear adventure gugugaga', 'gugugaga penguin', 'gugu gaga penguin', 'gugugaga pinguim', 'gugu gaga pinguim', 'super bear adventure penguin mod', 'gugu gaga penguin mod', 'baaren', 'snow valley', 'yeti super bear adventure', 'super gugugaga adventure', 'gameplay em português', 'alec go games', 'super bear adventure gameplay walkthrough']",PT22M16S
FCxKZ2e1oMY,BROOKHAVEN mas ME MONITORAM O DIA TODO,WELIX,UCf36H4Zhcv6k5R0C7hKZMxg,2026-06-02T19:00:24Z,22,https://i.ytimg.com/vi/FCxKZ2e1oMY/default.jpg,31208,1718,162,"['interesseiras no brookhaven', 'brookhaven', 'brookhaven rp', 'testando se as pessoas sao interesseiras no brookhaven', 'pessoas interesseiras no brookhaven', 'roblox brookhaven', 'premium no brookhaven', 'teste social no brookhaven', 'historinhas no brookhaven', 'historinhas brookhaven', 'atualizacao brookhaven', 'interesseira brookhaven', 'historinhas no brookhaven rp🏡', 'tipos de pessoas no broookhaven', 'pet shop no brookhaven', 'brookhaven premium', 'premiun brookhaven', 'premium gratis brookhaven']",PT13M19S
4fNA_n0SMwM,FOMOS ENTERRADOS VIVOS no Minecraft! 😱,Cadres,UCbWYmIdZ2hpVMpPhRI9pI5Q,2026-06-02T12:00:00Z,20,https://i.ytimg.com/vi/4fNA_n0SMwM/default.jpg,133074,1637,38,[],PT14M
YDE1KgXgBEo,A HISTORIA DO COMANDANTE DUTRA! Dos 0 AOS 60 ANOS! (GTA 5 RP),Skorpion Gamer,UCHDV3JN5aqxAy9hwTTVHJow,2026-06-02T15:00:25Z,20,https://i.ytimg.com/vi/YDE1KgXgBEo/default.jpg,39195,2879,144,"['Skorpion', 'SkorpionGamer', 'Gamer', 'Scorpion', 'Skorpion Gamer', 'GTA V', 'EASTER EGG GTA 5', 'EASTER', 'EGGGTA', 'GTA 5 ONLINE', 'MODO HISTORIA', 'lugares secretos', 'GTA 5 MODS', 'MODS', 'evoluindo carros', 'skorpion gamer evoluindo carros', 'evoluindo carros gta', 'carros estranhos gta', 'skorpion gamer carros estranhos', 'super carros skorpion gamer', 'carros gta', 'carros gta 6', 'gta 6', 'GTA 5 RP', 'SKOPRION GTA RP', 'FELIPE SACOLA', 'MORRO DO SACOLA', 'EVOLUINDO CARRO GTA RP', 'SUPER CARRO GTA 5 RP', 'CARROS DOS PAISES']",PT15M42S
