video_id,title,channel_title,channel_id,published_at,category_id,thumbnail,view_count,like_count,comment_count
PZjuMIXe0bM,mis primeros dias viviendo sola,Tini Dominguez,UC95TM9CrBuHikrDHiE2F4TA,2026-05-28T22:00:50Z,24,https://i.ytimg.com/vi/PZjuMIXe0bM/default.jpg,112312,8516,216
PaoG9ZMZwME,Esta es mi primera vez en Madrid y ya estoy flipando!!!,Papryka,UCybQC71NFJQtHXANcP2IVqw,2026-05-31T15:00:33Z,22,https://i.ytimg.com/vi/PaoG9ZMZwME/default.jpg,14428,1589,90
OvZQmkeEURQ,Acompañame a viajar a Universal a fingir demencia,Caro Trippar Vlogs,UCvPT50-CaL58ndfcfDiMDAg,2026-05-30T22:00:22Z,24,https://i.ytimg.com/vi/OvZQmkeEURQ/default.jpg,26761,2326,77
tWagvfiffJY,UNA VUELTA EN BICI POR WASHINGTON (Vinilos y comida tmb),Nacho Elizalde,UCruBAK8koHhA8lN6X0-jT_Q,2026-05-30T16:00:06Z,22,https://i.ytimg.com/vi/tWagvfiffJY/default.jpg,15527,997,91
3mEpeMcjI-A,ASÍ FUE EL PRIMER VUELO DE PLUS ULTRA MADRID BUENOS AIRES - COBERTURA TOTAL,Sir Chandler,UCEFR6-ncZ23Z3JTAKgtPE6g,2026-05-24T21:30:21Z,19,https://i.ytimg.com/vi/3mEpeMcjI-A/default.jpg,94802,3913,403
dpOHKMa6qPs,"El problema con los “pobre vlogs""",Yiseni Perez,UCWpbD21GfvTVA-yl57AXx0Q,2026-05-24T17:00:29Z,24,https://i.ytimg.com/vi/dpOHKMa6qPs/default.jpg,400998,30257,1418
uAJP5AUvE2w,Una semana conmigo | días de primavera y Cannes con Diorbeauty,Silvia Muñoz de Morales,UCEYGT1uwp_bPH3lVn_Rek0w,2026-05-31T11:42:51Z,26,https://i.ytimg.com/vi/uAJP5AUvE2w/default.jpg,27696,4005,378
-GzjfaQn1Wo,COMPRÉ ELECTRODOMESTICOS PARA MI CASA *vlog*,Sofi Agnone,UCfDojw_FH-c00BOU9t4kibw,2026-05-07T21:59:28Z,22,https://i.ytimg.com/vi/-GzjfaQn1Wo/default.jpg,740845,24930,1576
_SOIJb-Qi2E,Pov viajas con tu ex #humor #ex #novios #viajes,Elflacodelacf,UC2H2On84uPKhwmDgfG-0Cow,2026-05-29T13:43:14Z,22,https://i.ytimg.com/vi/_SOIJb-Qi2E/default.jpg,62074,4493,45
HI-Tzh4Fncw,Estamos EMBARAZADOS y ASÍ nos enteramos 🥹🤰🏻,AmericAndo,UCgookclmzBwfBJqd4bXdvcA,2026-05-23T23:35:02Z,19,https://i.ytimg.com/vi/HI-Tzh4Fncw/default.jpg,39811,4437,533
aroqDAGN6yE,vlog l SE ACABÓ MI SUEÑO EN COREA... 💔😭 ABANDONO mis clases + qué va a pasar con mi OFFICETEL 🇰🇷✈️,James,UCuh70seRWsUeqgo7R-ogC3A,2026-05-31T16:04:20Z,22,https://i.ytimg.com/vi/aroqDAGN6yE/default.jpg,44551,3902,739
zykZ_4LWzdU,llamo al 911 y pasa èsto😰,El Macc,UCGkyysAF9mZqovhs7yQTFWw,2026-05-06T00:02:46Z,22,https://i.ytimg.com/vi/zykZ_4LWzdU/default.jpg,1467937,58221,877
_vPZ4NQ44vQ,Manteniéndome Ocupada ¡Pequeños Cambios! + Vamos a la tienda de SEGUNDA MANO - Ruthi San ♡ 22 -05-26,Ruthi Family Vlogs,UCOBx8y7hTi0q7AGaZEqPKKg,2026-05-26T13:46:53Z,24,https://i.ytimg.com/vi/_vPZ4NQ44vQ/default.jpg,211688,12173,696
_L4t9J-CR40,SU NOVIA PERDIÓ SU CELULAR!! 😂,DanElCurioso,UCL6etcY_OIy_9sYOS26B36A,2026-05-10T16:00:57Z,22,https://i.ytimg.com/vi/_L4t9J-CR40/default.jpg,1055197,38504,138
5xRWfsHWh3E,cambié el auto - vlog semanal,Luli Gonzalez,UCVvJm_OvR1BpvZFGLNeoEZQ,2026-05-10T21:49:49Z,22,https://i.ytimg.com/vi/5xRWfsHWh3E/default.jpg,203716,13036,429
omJ5h1nYdsI,Vamos por tierra al vivero 'solo por tierra' 🤣 y así acabé │Candy Bu,Candy Bu,UCP2UzbdTBxMxyxyIdjtkCeg,2026-05-28T23:56:52Z,26,https://i.ytimg.com/vi/omJ5h1nYdsI/default.jpg,55683,5415,345
nF8WIwcy1Dw,"BRAS, ROPA PARA LAS VACACIONES, CAJAS VACIAS Y MAS! 😳 | SUPER MEGA HAUL 117",RosyMcMichael,UCZq1cMuSl4V3mnJCW3uTZMQ,2026-05-26T20:00:20Z,26,https://i.ytimg.com/vi/nF8WIwcy1Dw/default.jpg,86981,4098,329
PbYLm3JZxWQ,Blog con #brandonvela #sofiavela #tiktok #shorts #viral #sofia #baile,Sofía Vela,UCUMjyel-8tggvV5vXlM_lbg,2026-05-12T07:42:44Z,22,https://i.ytimg.com/vi/PbYLm3JZxWQ/default.jpg,1083063,39333,180
KBB0NVdZlSQ,BUSCANDO CASA EN COREA 😍🏠 ENCONTRE LAS MEJORES CASAS HASTA AHORA!! | Mila,Mila,UCIFiAjA9oy1wqTmXLrrQRjw,2026-05-24T18:02:35Z,22,https://i.ytimg.com/vi/KBB0NVdZlSQ/default.jpg,83967,5608,231
Ylo4hzWKw4g,We put the panel togetherFrom the rustic room #blogaplay #clay #blogging #ceramic #vbloger #pottery,Espaço Rústico,UC6I0LPHmH0WL1OkcLyKwchg,2026-05-19T07:42:57Z,22,https://i.ytimg.com/vi/Ylo4hzWKw4g/default.jpg,525092,11873,65
9tpXSNjwG_M,Nos metimos en problemas en Medellín… y todo terminó así 😱🥵🔥 #motovlog #medellin #motos #chisme,Nicolas Pallares,UCAbmLXvjDBBnQfbjLZoxZEw,2026-05-29T17:10:00Z,22,https://i.ytimg.com/vi/9tpXSNjwG_M/default.jpg,53968,5020,39
ea0X-DWVOZo,Ending the vlogs.,PewDiePie,UC-lHJZR3Gqxm24_Vd_AJ5Yw,2026-05-23T11:11:14Z,20,https://i.ytimg.com/vi/ea0X-DWVOZo/default.jpg,1598221,114474,7341
GvdiizPbSvI,REHABILITANDO NUESTRA CASA 🏡 PASA ALGO MUY FUERTE en el JARDÍN 🤭 Habitación de los HORRORES 😱 VLOG 😍,CASA LAUREL,UCmhctdAxvmtytRsSKTXWp1w,2026-05-24T18:57:06Z,26,https://i.ytimg.com/vi/GvdiizPbSvI/default.jpg,34834,4086,703
